SID,NAME,ISO_TIME,SEASON
1842298N11080,UNNAMED,1842-11-01 03:00:00,1842
1842298N11080,UNNAMED,1842-11-01 06:00:00,1842
1842298N11080,UNNAMED,1842-11-01 09:00:00,1842
1842298N11080,UNNAMED,1842-11-01 12:00:00,1842
1842298N11080,UNNAMED,1842-11-01 15:00:00,1842
1845336N10074,UNNAMED,1845-12-03 06:00:00,1845
1845336N10074,UNNAMED,1845-12-03 09:00:00,1845
1845336N10074,UNNAMED,1845-12-03 12:00:00,1845
1845336N10074,UNNAMED,1845-12-03 15:00:00,1845
1845336N10074,UNNAMED,1845-12-03 18:00:00,1845
1845336N10074,UNNAMED,1845-12-03 21:00:00,1845
1845336N10074,UNNAMED,1845-12-04 00:00:00,1845
1845336N10074,UNNAMED,1845-12-04 03:00:00,1845
1845336N10074,UNNAMED,1845-12-04 06:00:00,1845
1845336N10074,UNNAMED,1845-12-04 09:00:00,1845
1845336N10074,UNNAMED,1845-12-04 12:00:00,1845
1845336N10074,UNNAMED,1845-12-04 15:00:00,1845
1854303N14072,UNNAMED,1854-10-31 06:00:00,1854
1854303N14072,UNNAMED,1854-10-31 09:00:00,1854
1854303N14072,UNNAMED,1854-10-31 12:00:00,1854
1854303N14072,UNNAMED,1854-10-31 15:00:00,1854
1854303N14072,UNNAMED,1854-10-31 18:00:00,1854
1854303N14072,UNNAMED,1854-10-31 21:00:00,1854
1854303N14072,UNNAMED,1854-11-01 00:00:00,1854
1854303N14072,UNNAMED,1854-11-01 03:00:00,1854
1854303N14072,UNNAMED,1854-11-01 06:00:00,1854
1854303N14072,UNNAMED,1854-11-01 09:00:00,1854
1854303N14072,UNNAMED,1854-11-01 12:00:00,1854
1854303N14072,UNNAMED,1854-11-01 15:00:00,1854
1877135N10083,UNNAMED,1877-05-16 03:00:00,1877
1877135N10083,UNNAMED,1877-05-16 06:00:00,1877
1877135N10083,UNNAMED,1877-05-16 09:00:00,1877
1877135N10083,UNNAMED,1877-05-16 12:00:00,1877
1877135N10083,UNNAMED,1877-05-16 15:00:00,1877
1877135N10083,UNNAMED,1877-05-16 18:00:00,1877
1877135N10083,UNNAMED,1877-05-16 21:00:00,1877
1877135N10083,UNNAMED,1877-05-17 00:00:00,1877
1877135N10083,UNNAMED,1877-05-17 03:00:00,1877
1877135N10083,UNNAMED,1877-05-17 06:00:00,1877
1877135N10083,UNNAMED,1877-05-17 09:00:00,1877
1877135N10083,UNNAMED,1877-05-17 12:00:00,1877
1877135N10083,UNNAMED,1877-05-17 15:00:00,1877
1877135N10083,UNNAMED,1877-05-17 18:00:00,1877
1877135N10083,UNNAMED,1877-05-17 21:00:00,1877
1877135N10083,UNNAMED,1877-05-18 00:00:00,1877
1877135N10083,UNNAMED,1877-05-18 03:00:00,1877
1877135N10083,UNNAMED,1877-05-18 06:00:00,1877
1877135N10083,UNNAMED,1877-05-18 09:00:00,1877
1877135N10083,UNNAMED,1877-05-18 12:00:00,1877
1877135N10083,UNNAMED,1877-05-18 15:00:00,1877
1877135N10083,UNNAMED,1877-05-18 18:00:00,1877
1877135N10083,UNNAMED,1877-05-18 21:00:00,1877
1877135N10083,UNNAMED,1877-05-19 00:00:00,1877
1877135N10083,UNNAMED,1877-05-19 03:00:00,1877
1877135N10083,UNNAMED,1877-05-19 06:00:00,1877
1877135N10083,UNNAMED,1877-05-19 09:00:00,1877
1877135N10083,UNNAMED,1877-05-19 12:00:00,1877
1877135N10083,UNNAMED,1877-05-19 15:00:00,1877
1877135N10083,UNNAMED,1877-05-19 18:00:00,1877
1877135N10083,UNNAMED,1877-05-19 21:00:00,1877
1877135N10083,UNNAMED,1877-05-20 00:00:00,1877
1877135N10083,UNNAMED,1877-05-20 03:00:00,1877
1877135N10083,UNNAMED,1877-05-20 06:00:00,1877
1877135N10083,UNNAMED,1877-05-20 09:00:00,1877
1877135N10083,UNNAMED,1877-05-20 12:00:00,1877
1877135N10083,UNNAMED,1877-05-20 15:00:00,1877
1877135N10083,UNNAMED,1877-05-20 18:00:00,1877
1877135N10083,UNNAMED,1877-05-20 21:00:00,1877
1877135N10083,UNNAMED,1877-05-21 00:00:00,1877
1877135N10083,UNNAMED,1877-05-21 03:00:00,1877
1877135N10083,UNNAMED,1877-05-21 06:00:00,1877
1877135N10083,UNNAMED,1877-05-21 09:00:00,1877
1877135N10083,UNNAMED,1877-05-21 12:00:00,1877
1877135N10083,UNNAMED,1877-05-21 15:00:00,1877
1877192N21090,UNNAMED,1877-07-12 03:00:00,1877
1877192N21090,UNNAMED,1877-07-12 06:00:00,1877
1877192N21090,UNNAMED,1877-07-12 09:00:00,1877
1877192N21090,UNNAMED,1877-07-12 12:00:00,1877
1877192N21090,UNNAMED,1877-07-12 15:00:00,1877
1877192N21090,UNNAMED,1877-07-12 18:00:00,1877
1877192N21090,UNNAMED,1877-07-12 21:00:00,1877
1877192N21090,UNNAMED,1877-07-13 00:00:00,1877
1877192N21090,UNNAMED,1877-07-13 03:00:00,1877
1877192N21090,UNNAMED,1877-07-13 06:00:00,1877
1877192N21090,UNNAMED,1877-07-13 09:00:00,1877
1877192N21090,UNNAMED,1877-07-13 12:00:00,1877
1877192N21090,UNNAMED,1877-07-13 15:00:00,1877
1877192N21090,UNNAMED,1877-07-13 18:00:00,1877
1877192N21090,UNNAMED,1877-07-13 21:00:00,1877
1877192N21090,UNNAMED,1877-07-14 00:00:00,1877
1877192N21090,UNNAMED,1877-07-14 03:00:00,1877
1877192N21090,UNNAMED,1877-07-14 06:00:00,1877
1877192N21090,UNNAMED,1877-07-14 09:00:00,1877
1877192N21090,UNNAMED,1877-07-14 12:00:00,1877
1877192N21090,UNNAMED,1877-07-14 15:00:00,1877
1877218N21090,UNNAMED,1877-08-07 03:00:00,1877
1877218N21090,UNNAMED,1877-08-07 06:00:00,1877
1877218N21090,UNNAMED,1877-08-07 09:00:00,1877
1877218N21090,UNNAMED,1877-08-07 12:00:00,1877
1877218N21090,UNNAMED,1877-08-07 15:00:00,1877
1877226N21089,UNNAMED,1877-08-15 03:00:00,1877
1877226N21089,UNNAMED,1877-08-15 06:00:00,1877
1877226N21089,UNNAMED,1877-08-15 09:00:00,1877
1877226N21089,UNNAMED,1877-08-15 12:00:00,1877
1877226N21089,UNNAMED,1877-08-15 15:00:00,1877
1877230N20091,UNNAMED,1877-08-19 03:00:00,1877
1877230N20091,UNNAMED,1877-08-19 06:00:00,1877
1877230N20091,UNNAMED,1877-08-19 09:00:00,1877
1877230N20091,UNNAMED,1877-08-19 12:00:00,1877
1877230N20091,UNNAMED,1877-08-19 15:00:00,1877
1877241N20088,UNNAMED,1877-08-30 03:00:00,1877
1877241N20088,UNNAMED,1877-08-30 06:00:00,1877
1877241N20088,UNNAMED,1877-08-30 09:00:00,1877
1877241N20088,UNNAMED,1877-08-30 12:00:00,1877
1877241N20088,UNNAMED,1877-08-30 15:00:00,1877
1877249N20088,UNNAMED,1877-09-07 03:00:00,1877
1877249N20088,UNNAMED,1877-09-07 06:00:00,1877
1877249N20088,UNNAMED,1877-09-07 09:00:00,1877
1877249N20088,UNNAMED,1877-09-07 12:00:00,1877
1877249N20088,UNNAMED,1877-09-07 15:00:00,1877
1877249N20088,UNNAMED,1877-09-07 18:00:00,1877
1877249N20088,UNNAMED,1877-09-07 21:00:00,1877
1877249N20088,UNNAMED,1877-09-08 00:00:00,1877
1877249N20088,UNNAMED,1877-09-08 03:00:00,1877
1877249N20088,UNNAMED,1877-09-08 06:00:00,1877
1877249N20088,UNNAMED,1877-09-08 09:00:00,1877
1877249N20088,UNNAMED,1877-09-08 12:00:00,1877
1877249N20088,UNNAMED,1877-09-08 15:00:00,1877
1877249N20088,UNNAMED,1877-09-08 18:00:00,1877
1877249N20088,UNNAMED,1877-09-08 21:00:00,1877
1877249N20088,UNNAMED,1877-09-09 00:00:00,1877
1877249N20088,UNNAMED,1877-09-09 03:00:00,1877
1877249N20088,UNNAMED,1877-09-09 06:00:00,1877
1877249N20088,UNNAMED,1877-09-09 09:00:00,1877
1877249N20088,UNNAMED,1877-09-09 12:00:00,1877
1877249N20088,UNNAMED,1877-09-09 15:00:00,1877
1877249N20088,UNNAMED,1877-09-09 18:00:00,1877
1877249N20088,UNNAMED,1877-09-09 21:00:00,1877
1877249N20088,UNNAMED,1877-09-10 00:00:00,1877
1877249N20088,UNNAMED,1877-09-10 03:00:00,1877
1877249N20088,UNNAMED,1877-09-10 06:00:00,1877
1877249N20088,UNNAMED,1877-09-10 09:00:00,1877
1877249N20088,UNNAMED,1877-09-10 12:00:00,1877
1877249N20088,UNNAMED,1877-09-10 15:00:00,1877
1877307N18091,UNNAMED,1877-11-04 03:00:00,1877
1877307N18091,UNNAMED,1877-11-04 06:00:00,1877
1877307N18091,UNNAMED,1877-11-04 09:00:00,1877
1877307N18091,UNNAMED,1877-11-04 12:00:00,1877
1877307N18091,UNNAMED,1877-11-04 15:00:00,1877
1878202N18087,UNNAMED,1878-07-22 03:00:00,1878
1878202N18087,UNNAMED,1878-07-22 06:00:00,1878
1878202N18087,UNNAMED,1878-07-22 09:00:00,1878
1878202N18087,UNNAMED,1878-07-22 12:00:00,1878
1878202N18087,UNNAMED,1878-07-22 15:00:00,1878
1878202N18087,UNNAMED,1878-07-22 18:00:00,1878
1878202N18087,UNNAMED,1878-07-22 21:00:00,1878
1878202N18087,UNNAMED,1878-07-23 00:00:00,1878
1878202N18087,UNNAMED,1878-07-23 03:00:00,1878
1878202N18087,UNNAMED,1878-07-23 06:00:00,1878
1878202N18087,UNNAMED,1878-07-23 09:00:00,1878
1878202N18087,UNNAMED,1878-07-23 12:00:00,1878
1878202N18087,UNNAMED,1878-07-23 15:00:00,1878
1878202N18087,UNNAMED,1878-07-23 18:00:00,1878
1878202N18087,UNNAMED,1878-07-23 21:00:00,1878
1878202N18087,UNNAMED,1878-07-24 00:00:00,1878
1878202N18087,UNNAMED,1878-07-24 03:00:00,1878
1878202N18087,UNNAMED,1878-07-24 06:00:00,1878
1878202N18087,UNNAMED,1878-07-24 09:00:00,1878
1878202N18087,UNNAMED,1878-07-24 12:00:00,1878
1878202N18087,UNNAMED,1878-07-24 15:00:00,1878
1878202N18087,UNNAMED,1878-07-24 18:00:00,1878
1878202N18087,UNNAMED,1878-07-24 21:00:00,1878
1878202N18087,UNNAMED,1878-07-25 00:00:00,1878
1878202N18087,UNNAMED,1878-07-25 03:00:00,1878
1878202N18087,UNNAMED,1878-07-25 06:00:00,1878
1878202N18087,UNNAMED,1878-07-25 09:00:00,1878
1878202N18087,UNNAMED,1878-07-25 12:00:00,1878
1878202N18087,UNNAMED,1878-07-25 15:00:00,1878
1878202N18087,UNNAMED,1878-07-25 18:00:00,1878
1878202N18087,UNNAMED,1878-07-25 21:00:00,1878
1878202N18087,UNNAMED,1878-07-26 00:00:00,1878
1878202N18087,UNNAMED,1878-07-26 03:00:00,1878
1878202N18087,UNNAMED,1878-07-26 06:00:00,1878
1878202N18087,UNNAMED,1878-07-26 09:00:00,1878
1878202N18087,UNNAMED,1878-07-26 12:00:00,1878
1878202N18087,UNNAMED,1878-07-26 15:00:00,1878
1878202N18087,UNNAMED,1878-07-26 18:00:00,1878
1878202N18087,UNNAMED,1878-07-26 21:00:00,1878
1878202N18087,UNNAMED,1878-07-27 00:00:00,1878
1878202N18087,UNNAMED,1878-07-27 03:00:00,1878
1878202N18087,UNNAMED,1878-07-27 06:00:00,1878
1878202N18087,UNNAMED,1878-07-27 09:00:00,1878
1878202N18087,UNNAMED,1878-07-27 12:00:00,1878
1878202N18087,UNNAMED,1878-07-27 15:00:00,1878
1878202N18087,UNNAMED,1878-07-27 18:00:00,1878
1878202N18087,UNNAMED,1878-07-27 21:00:00,1878
1878202N18087,UNNAMED,1878-07-28 00:00:00,1878
1878202N18087,UNNAMED,1878-07-28 03:00:00,1878
1878202N18087,UNNAMED,1878-07-28 06:00:00,1878
1878202N18087,UNNAMED,1878-07-28 09:00:00,1878
1878202N18087,UNNAMED,1878-07-28 12:00:00,1878
1878202N18087,UNNAMED,1878-07-28 15:00:00,1878
1878202N18087,UNNAMED,1878-07-28 18:00:00,1878
1878202N18087,UNNAMED,1878-07-28 21:00:00,1878
1878202N18087,UNNAMED,1878-07-29 00:00:00,1878
1878202N18087,UNNAMED,1878-07-29 03:00:00,1878
1878202N18087,UNNAMED,1878-07-29 06:00:00,1878
1878202N18087,UNNAMED,1878-07-29 09:00:00,1878
1878202N18087,UNNAMED,1878-07-29 12:00:00,1878
1878202N18087,UNNAMED,1878-07-29 15:00:00,1878
1878218N20089,UNNAMED,1878-08-07 03:00:00,1878
1878218N20089,UNNAMED,1878-08-07 06:00:00,1878
1878218N20089,UNNAMED,1878-08-07 09:00:00,1878
1878218N20089,UNNAMED,1878-08-07 12:00:00,1878
1878218N20089,UNNAMED,1878-08-07 15:00:00,1878
1878256N19090,UNNAMED,1878-09-14 03:00:00,1878
1878256N19090,UNNAMED,1878-09-14 06:00:00,1878
1878256N19090,UNNAMED,1878-09-14 09:00:00,1878
1878256N19090,UNNAMED,1878-09-14 12:00:00,1878
1878256N19090,UNNAMED,1878-09-14 15:00:00,1878
1878256N19090,UNNAMED,1878-09-14 18:00:00,1878
1878256N19090,UNNAMED,1878-09-14 21:00:00,1878
1878256N19090,UNNAMED,1878-09-15 00:00:00,1878
1878256N19090,UNNAMED,1878-09-15 03:00:00,1878
1878256N19090,UNNAMED,1878-09-15 06:00:00,1878
1878256N19090,UNNAMED,1878-09-15 09:00:00,1878
1878256N19090,UNNAMED,1878-09-15 12:00:00,1878
1878256N19090,UNNAMED,1878-09-15 15:00:00,1878
1878256N19090,UNNAMED,1878-09-15 18:00:00,1878
1878256N19090,UNNAMED,1878-09-15 21:00:00,1878
1878256N19090,UNNAMED,1878-09-16 00:00:00,1878
1878256N19090,UNNAMED,1878-09-16 03:00:00,1878
1878256N19090,UNNAMED,1878-09-16 06:00:00,1878
1878256N19090,UNNAMED,1878-09-16 09:00:00,1878
1878256N19090,UNNAMED,1878-09-16 12:00:00,1878
1878256N19090,UNNAMED,1878-09-16 15:00:00,1878
1878256N19090,UNNAMED,1878-09-16 18:00:00,1878
1878256N19090,UNNAMED,1878-09-16 21:00:00,1878
1878256N19090,UNNAMED,1878-09-17 00:00:00,1878
1878256N19090,UNNAMED,1878-09-17 03:00:00,1878
1878256N19090,UNNAMED,1878-09-17 06:00:00,1878
1878256N19090,UNNAMED,1878-09-17 09:00:00,1878
1878256N19090,UNNAMED,1878-09-17 12:00:00,1878
1878256N19090,UNNAMED,1878-09-17 15:00:00,1878
1878256N19090,UNNAMED,1878-09-17 18:00:00,1878
1878256N19090,UNNAMED,1878-09-17 21:00:00,1878
1878256N19090,UNNAMED,1878-09-18 00:00:00,1878
1878256N19090,UNNAMED,1878-09-18 03:00:00,1878
1878256N19090,UNNAMED,1878-09-18 06:00:00,1878
1878256N19090,UNNAMED,1878-09-18 09:00:00,1878
1878256N19090,UNNAMED,1878-09-18 12:00:00,1878
1878256N19090,UNNAMED,1878-09-18 15:00:00,1878
1878256N19090,UNNAMED,1878-09-18 18:00:00,1878
1878256N19090,UNNAMED,1878-09-18 21:00:00,1878
1878256N19090,UNNAMED,1878-09-19 00:00:00,1878
1878256N19090,UNNAMED,1878-09-19 03:00:00,1878
1878256N19090,UNNAMED,1878-09-19 06:00:00,1878
1878256N19090,UNNAMED,1878-09-19 09:00:00,1878
1878256N19090,UNNAMED,1878-09-19 12:00:00,1878
1878256N19090,UNNAMED,1878-09-19 15:00:00,1878
1878261N18090,UNNAMED,1878-09-19 03:00:00,1878
1878261N18090,UNNAMED,1878-09-19 06:00:00,1878
1878261N18090,UNNAMED,1878-09-19 09:00:00,1878
1878261N18090,UNNAMED,1878-09-19 12:00:00,1878
1878261N18090,UNNAMED,1878-09-19 15:00:00,1878
1878261N18090,UNNAMED,1878-09-19 18:00:00,1878
1878261N18090,UNNAMED,1878-09-19 21:00:00,1878
1878261N18090,UNNAMED,1878-09-20 00:00:00,1878
1878261N18090,UNNAMED,1878-09-20 03:00:00,1878
1878261N18090,UNNAMED,1878-09-20 06:00:00,1878
1878261N18090,UNNAMED,1878-09-20 09:00:00,1878
1878261N18090,UNNAMED,1878-09-20 12:00:00,1878
1878261N18090,UNNAMED,1878-09-20 15:00:00,1878
1878261N18090,UNNAMED,1878-09-20 18:00:00,1878
1878261N18090,UNNAMED,1878-09-20 21:00:00,1878
1878261N18090,UNNAMED,1878-09-21 00:00:00,1878
1878261N18090,UNNAMED,1878-09-21 03:00:00,1878
1878261N18090,UNNAMED,1878-09-21 06:00:00,1878
1878261N18090,UNNAMED,1878-09-21 09:00:00,1878
1878261N18090,UNNAMED,1878-09-21 12:00:00,1878
1878261N18090,UNNAMED,1878-09-21 15:00:00,1878
1878261N18090,UNNAMED,1878-09-21 18:00:00,1878
1878261N18090,UNNAMED,1878-09-21 21:00:00,1878
1878261N18090,UNNAMED,1878-09-22 00:00:00,1878
1878261N18090,UNNAMED,1878-09-22 03:00:00,1878
1878261N18090,UNNAMED,1878-09-22 06:00:00,1878
1878261N18090,UNNAMED,1878-09-22 09:00:00,1878
1878261N18090,UNNAMED,1878-09-22 12:00:00,1878
1878261N18090,UNNAMED,1878-09-22 15:00:00,1878
1878301N15084,UNNAMED,1878-10-29 03:00:00,1878
1878301N15084,UNNAMED,1878-10-29 06:00:00,1878
1878301N15084,UNNAMED,1878-10-29 09:00:00,1878
1878301N15084,UNNAMED,1878-10-29 12:00:00,1878
1878301N15084,UNNAMED,1878-10-29 15:00:00,1878
1878308N16084,UNNAMED,1878-11-05 03:00:00,1878
1878308N16084,UNNAMED,1878-11-05 06:00:00,1878
1878308N16084,UNNAMED,1878-11-05 09:00:00,1878
1878308N16084,UNNAMED,1878-11-05 12:00:00,1878
1878308N16084,UNNAMED,1878-11-05 15:00:00,1878
1878339N17087,UNNAMED,1878-12-06 03:00:00,1878
1878339N17087,UNNAMED,1878-12-06 06:00:00,1878
1878339N17087,UNNAMED,1878-12-06 09:00:00,1878
1878339N17087,UNNAMED,1878-12-06 12:00:00,1878
1878339N17087,UNNAMED,1878-12-06 15:00:00,1878
1878339N17087,UNNAMED,1878-12-06 18:00:00,1878
1878339N17087,UNNAMED,1878-12-06 21:00:00,1878
1878339N17087,UNNAMED,1878-12-07 00:00:00,1878
1878339N17087,UNNAMED,1878-12-07 03:00:00,1878
1878339N17087,UNNAMED,1878-12-07 06:00:00,1878
1878339N17087,UNNAMED,1878-12-07 09:00:00,1878
1878339N17087,UNNAMED,1878-12-07 12:00:00,1878
1878339N17087,UNNAMED,1878-12-07 15:00:00,1878
1879141N12073,UNNAMED,1879-05-22 03:00:00,1879
1879141N12073,UNNAMED,1879-05-22 06:00:00,1879
1879141N12073,UNNAMED,1879-05-22 09:00:00,1879
1879141N12073,UNNAMED,1879-05-22 12:00:00,1879
1879141N12073,UNNAMED,1879-05-22 15:00:00,1879
1879141N12073,UNNAMED,1879-05-22 18:00:00,1879
1879141N12073,UNNAMED,1879-05-22 21:00:00,1879
1879141N12073,UNNAMED,1879-05-23 00:00:00,1879
1879141N12073,UNNAMED,1879-05-23 03:00:00,1879
1879141N12073,UNNAMED,1879-05-23 06:00:00,1879
1879141N12073,UNNAMED,1879-05-23 09:00:00,1879
1879141N12073,UNNAMED,1879-05-23 12:00:00,1879
1879141N12073,UNNAMED,1879-05-23 15:00:00,1879
1879149N21087,UNNAMED,1879-05-30 03:00:00,1879
1879149N21087,UNNAMED,1879-05-30 06:00:00,1879
1879149N21087,UNNAMED,1879-05-30 09:00:00,1879
1879149N21087,UNNAMED,1879-05-30 12:00:00,1879
1879149N21087,UNNAMED,1879-05-30 15:00:00,1879
1879149N21087,UNNAMED,1879-05-30 18:00:00,1879
1879149N21087,UNNAMED,1879-05-30 21:00:00,1879
1879149N21087,UNNAMED,1879-05-31 00:00:00,1879
1879149N21087,UNNAMED,1879-05-31 03:00:00,1879
1879149N21087,UNNAMED,1879-05-31 06:00:00,1879
1879149N21087,UNNAMED,1879-05-31 09:00:00,1879
1879149N21087,UNNAMED,1879-05-31 12:00:00,1879
1879149N21087,UNNAMED,1879-05-31 15:00:00,1879
1879220N21088,UNNAMED,1879-08-09 03:00:00,1879
1879220N21088,UNNAMED,1879-08-09 06:00:00,1879
1879220N21088,UNNAMED,1879-08-09 09:00:00,1879
1879220N21088,UNNAMED,1879-08-09 12:00:00,1879
1879220N21088,UNNAMED,1879-08-09 15:00:00,1879
1879220N21088,UNNAMED,1879-08-09 18:00:00,1879
1879220N21088,UNNAMED,1879-08-09 21:00:00,1879
1879220N21088,UNNAMED,1879-08-10 00:00:00,1879
1879220N21088,UNNAMED,1879-08-10 03:00:00,1879
1879220N21088,UNNAMED,1879-08-10 06:00:00,1879
1879220N21088,UNNAMED,1879-08-10 09:00:00,1879
1879220N21088,UNNAMED,1879-08-10 12:00:00,1879
1879220N21088,UNNAMED,1879-08-10 15:00:00,1879
1879220N21088,UNNAMED,1879-08-10 18:00:00,1879
1879220N21088,UNNAMED,1879-08-10 21:00:00,1879
1879220N21088,UNNAMED,1879-08-11 00:00:00,1879
1879220N21088,UNNAMED,1879-08-11 03:00:00,1879
1879220N21088,UNNAMED,1879-08-11 06:00:00,1879
1879220N21088,UNNAMED,1879-08-11 09:00:00,1879
1879220N21088,UNNAMED,1879-08-11 12:00:00,1879
1879220N21088,UNNAMED,1879-08-11 15:00:00,1879
1879220N21088,UNNAMED,1879-08-11 18:00:00,1879
1879220N21088,UNNAMED,1879-08-11 21:00:00,1879
1879220N21088,UNNAMED,1879-08-12 00:00:00,1879
1879220N21088,UNNAMED,1879-08-12 03:00:00,1879
1879220N21088,UNNAMED,1879-08-12 06:00:00,1879
1879220N21088,UNNAMED,1879-08-12 09:00:00,1879
1879220N21088,UNNAMED,1879-08-12 12:00:00,1879
1879220N21088,UNNAMED,1879-08-12 15:00:00,1879
1879256N21090,UNNAMED,1879-09-14 03:00:00,1879
1879256N21090,UNNAMED,1879-09-14 06:00:00,1879
1879256N21090,UNNAMED,1879-09-14 09:00:00,1879
1879256N21090,UNNAMED,1879-09-14 12:00:00,1879
1879256N21090,UNNAMED,1879-09-14 15:00:00,1879
1879256N21090,UNNAMED,1879-09-14 18:00:00,1879
1879256N21090,UNNAMED,1879-09-14 21:00:00,1879
1879256N21090,UNNAMED,1879-09-15 00:00:00,1879
1879256N21090,UNNAMED,1879-09-15 03:00:00,1879
1879256N21090,UNNAMED,1879-09-15 06:00:00,1879
1879256N21090,UNNAMED,1879-09-15 09:00:00,1879
1879256N21090,UNNAMED,1879-09-15 12:00:00,1879
1879256N21090,UNNAMED,1879-09-15 15:00:00,1879
1879256N21090,UNNAMED,1879-09-15 18:00:00,1879
1879256N21090,UNNAMED,1879-09-15 21:00:00,1879
1879256N21090,UNNAMED,1879-09-16 00:00:00,1879
1879256N21090,UNNAMED,1879-09-16 03:00:00,1879
1879256N21090,UNNAMED,1879-09-16 06:00:00,1879
1879256N21090,UNNAMED,1879-09-16 09:00:00,1879
1879256N21090,UNNAMED,1879-09-16 12:00:00,1879
1879256N21090,UNNAMED,1879-09-16 15:00:00,1879
1879265N20089,UNNAMED,1879-09-23 03:00:00,1879
1879265N20089,UNNAMED,1879-09-23 06:00:00,1879
1879265N20089,UNNAMED,1879-09-23 09:00:00,1879
1879265N20089,UNNAMED,1879-09-23 12:00:00,1879
1879265N20089,UNNAMED,1879-09-23 15:00:00,1879
1879265N20089,UNNAMED,1879-09-23 18:00:00,1879
1879265N20089,UNNAMED,1879-09-23 21:00:00,1879
1879265N20089,UNNAMED,1879-09-24 00:00:00,1879
1879265N20089,UNNAMED,1879-09-24 03:00:00,1879
1879265N20089,UNNAMED,1879-09-24 06:00:00,1879
1879265N20089,UNNAMED,1879-09-24 09:00:00,1879
1879265N20089,UNNAMED,1879-09-24 12:00:00,1879
1879265N20089,UNNAMED,1879-09-24 15:00:00,1879
1879265N20089,UNNAMED,1879-09-24 18:00:00,1879
1879265N20089,UNNAMED,1879-09-24 21:00:00,1879
1879265N20089,UNNAMED,1879-09-25 00:00:00,1879
1879265N20089,UNNAMED,1879-09-25 03:00:00,1879
1879265N20089,UNNAMED,1879-09-25 06:00:00,1879
1879265N20089,UNNAMED,1879-09-25 09:00:00,1879
1879265N20089,UNNAMED,1879-09-25 12:00:00,1879
1879265N20089,UNNAMED,1879-09-25 15:00:00,1879
1879265N20089,UNNAMED,1879-09-25 18:00:00,1879
1879265N20089,UNNAMED,1879-09-25 21:00:00,1879
1879265N20089,UNNAMED,1879-09-26 00:00:00,1879
1879265N20089,UNNAMED,1879-09-26 03:00:00,1879
1879265N20089,UNNAMED,1879-09-26 06:00:00,1879
1879265N20089,UNNAMED,1879-09-26 09:00:00,1879
1879265N20089,UNNAMED,1879-09-26 12:00:00,1879
1879265N20089,UNNAMED,1879-09-26 15:00:00,1879
1879265N20089,UNNAMED,1879-09-26 18:00:00,1879
